account_id,num_logins,num_unique_ips,num_unique_devices,num_unique_countries,num_unique_cities,primary_ip_share,max_implied_speed_kmh,max_concurrent_streams,logins_per_day,ground_truth_label,rule_based_label,anomaly_score,cluster,cluster_tier,anomaly_tier
acct_000996,40.0,3.0,1.0,2.0,2.0,0.5,8178.2,2.0,0.69,Safe,Potential Abuse,0.4751861387296348,0,Safe,Safe
acct_000997,85.0,11.0,4.0,7.0,7.0,0.353,221418.5,3.0,1.43,Potential Abuse,Potential Abuse,0.4915400151588598,2,Potential Abuse,Safe
acct_000998,92.0,7.0,4.0,5.0,6.0,0.5,19430.7,5.0,1.58,Potential Abuse,Potential Abuse,0.5211860192802524,2,Potential Abuse,Potential Abuse
acct_000999,52.0,3.0,3.0,3.0,3.0,0.5,6241.5,3.0,0.9,Potential Abuse,Potential Abuse,0.47558128101063,2,Potential Abuse,Safe
acct_001000,296.0,93.0,14.0,16.0,20.0,0.179,934056.1,9.0,4.94,Abusive,Abusive,0.6032182579935719,1,Abusive,Abusive
acct_001001,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.44,Safe,Safe,0.49229563876924354,0,Safe,Safe
acct_001002,56.0,2.0,1.0,1.0,1.0,0.589,0.0,2.0,0.99,Safe,Safe,0.45920363544149273,0,Safe,Safe
acct_001003,74.0,2.0,3.0,2.0,2.0,0.986,380.3,3.0,1.27,Safe,Potential Abuse,0.4746906473800224,0,Safe,Safe
acct_001004,82.0,4.0,2.0,3.0,3.0,0.573,596.5,3.0,1.4,Safe,Potential Abuse,0.49869295141225184,2,Potential Abuse,Safe
acct_001005,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.43,Safe,Safe,0.49180299963731955,0,Safe,Safe
acct_001006,24.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.46,Safe,Safe,0.483786201568594,0,Safe,Safe
acct_001007,65.0,2.0,3.0,1.0,1.0,0.538,0.0,2.0,1.14,Safe,Safe,0.45957520058370277,0,Safe,Safe
acct_001008,160.0,62.0,13.0,15.0,19.0,0.175,979263.5,7.0,2.67,Abusive,Abusive,0.6273452533479565,1,Abusive,Abusive
acct_001009,64.0,2.0,2.0,1.0,1.0,0.516,0.0,2.0,1.11,Safe,Safe,0.4489726489851776,0,Safe,Safe
acct_001010,119.0,10.0,6.0,6.0,6.0,0.504,808120.7,3.0,2.0,Potential Abuse,Potential Abuse,0.5153684744198271,2,Potential Abuse,Potential Abuse
acct_001011,32.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.56,Safe,Safe,0.4863603341978498,0,Safe,Safe
acct_001012,64.0,2.0,3.0,2.0,2.0,0.984,587.7,2.0,1.1,Safe,Potential Abuse,0.430390935703498,0,Safe,Safe
acct_001013,111.0,10.0,5.0,5.0,6.0,0.279,270707.4,3.0,1.87,Potential Abuse,Potential Abuse,0.5163593379231453,2,Potential Abuse,Potential Abuse
acct_001014,48.0,2.0,1.0,1.0,1.0,0.542,0.0,2.0,0.83,Safe,Safe,0.4540219796906719,0,Safe,Safe
acct_001015,25.0,2.0,2.0,1.0,1.0,0.52,0.0,3.0,0.46,Safe,Potential Abuse,0.5220332418591799,0,Safe,Potential Abuse
acct_001016,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.07,Safe,Safe,0.43183406076896175,0,Safe,Safe
acct_001017,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.1,Safe,Safe,0.43216001680720706,0,Safe,Safe
acct_001018,40.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.7,Safe,Safe,0.4205362600547066,0,Safe,Safe
acct_001019,40.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.67,Safe,Safe,0.43094313651497557,0,Safe,Safe
acct_001020,52.0,4.0,4.0,4.0,4.0,0.596,36004.6,3.0,0.92,Potential Abuse,Potential Abuse,0.48406320518646256,2,Potential Abuse,Safe
acct_001021,114.0,8.0,5.0,5.0,5.0,0.544,322851.8,4.0,1.97,Potential Abuse,Potential Abuse,0.4979687927481379,2,Potential Abuse,Safe
acct_001022,32.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.54,Safe,Safe,0.4842338517363249,0,Safe,Safe
acct_001023,72.0,4.0,2.0,4.0,4.0,0.958,838.2,2.0,1.22,Safe,Potential Abuse,0.5264111769398622,0,Safe,Potential Abuse
acct_001024,56.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.95,Safe,Safe,0.4817891456164342,0,Safe,Safe
acct_001025,95.0,7.0,4.0,5.0,6.0,0.558,140451.2,3.0,1.59,Potential Abuse,Potential Abuse,0.46805548886125437,2,Potential Abuse,Safe
acct_001026,56.0,3.0,1.0,3.0,3.0,0.964,1647.5,2.0,0.96,Safe,Potential Abuse,0.48834547438033715,0,Safe,Safe
acct_001027,109.0,12.0,6.0,7.0,8.0,0.505,100158.0,3.0,1.99,Potential Abuse,Potential Abuse,0.5117268312927926,2,Potential Abuse,Potential Abuse
acct_001028,48.0,2.0,1.0,1.0,1.0,0.562,0.0,2.0,0.82,Safe,Safe,0.45440181677587793,0,Safe,Safe
acct_001029,72.0,4.0,3.0,4.0,4.0,0.958,4920.7,2.0,1.21,Safe,Potential Abuse,0.5156270835878177,0,Safe,Potential Abuse
acct_001030,32.0,3.0,2.0,2.0,2.0,0.594,448.0,2.0,0.63,Safe,Potential Abuse,0.46885401557000667,0,Safe,Safe
acct_001031,65.0,7.0,4.0,5.0,5.0,0.523,470940.7,3.0,1.11,Potential Abuse,Potential Abuse,0.4581221181733073,2,Potential Abuse,Safe
acct_001032,170.0,64.0,7.0,16.0,18.0,0.176,838957.6,6.0,2.91,Abusive,Abusive,0.6209528995939458,1,Abusive,Abusive
acct_001033,72.0,2.0,1.0,2.0,2.0,0.986,603.1,2.0,1.22,Safe,Potential Abuse,0.4440629034193659,0,Safe,Safe
acct_001034,72.0,2.0,3.0,2.0,2.0,0.986,418.1,2.0,1.28,Safe,Potential Abuse,0.44343315816707835,0,Safe,Safe
acct_001035,72.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.24,Safe,Potential Abuse,0.4947939755491118,0,Safe,Safe
acct_001036,82.0,2.0,2.0,2.0,2.0,0.988,144.1,2.0,1.39,Safe,Potential Abuse,0.4671502774250219,0,Safe,Safe
acct_001037,204.0,69.0,12.0,15.0,19.0,0.127,965670.0,6.0,3.43,Abusive,Abusive,0.615422097898369,1,Abusive,Abusive
acct_001038,117.0,10.0,6.0,7.0,7.0,0.513,979263.5,5.0,1.97,Potential Abuse,Potential Abuse,0.5417278418101497,2,Potential Abuse,Potential Abuse
acct_001039,72.0,2.0,1.0,2.0,2.0,0.986,2930.0,2.0,1.25,Safe,Potential Abuse,0.44674832406013393,0,Safe,Safe
acct_001040,24.0,2.0,2.0,2.0,2.0,0.958,302.7,2.0,0.41,Safe,Potential Abuse,0.4953685618601417,0,Safe,Safe
acct_001041,59.0,6.0,6.0,5.0,5.0,0.407,20433.7,3.0,0.99,Potential Abuse,Potential Abuse,0.49876310739094737,2,Potential Abuse,Safe
acct_001042,217.0,80.0,12.0,16.0,19.0,0.129,959325.3,7.0,3.63,Abusive,Abusive,0.5874299347841377,1,Abusive,Abusive
acct_001043,72.0,2.0,1.0,1.0,1.0,0.556,0.0,1.0,1.25,Safe,Safe,0.514412812405928,0,Safe,Potential Abuse
acct_001044,40.0,2.0,1.0,1.0,1.0,0.55,0.0,1.0,0.7,Safe,Safe,0.5051730700955248,0,Safe,Potential Abuse
acct_001045,40.0,2.0,2.0,1.0,1.0,0.525,0.0,2.0,0.71,Safe,Safe,0.44471083898140834,0,Safe,Safe
acct_001046,223.0,81.0,11.0,16.0,20.0,0.166,838957.6,8.0,3.82,Abusive,Abusive,0.5831338022206918,1,Abusive,Abusive
acct_001047,81.0,2.0,3.0,2.0,2.0,0.988,1857.5,3.0,1.35,Safe,Potential Abuse,0.47610207059993825,0,Safe,Safe
acct_001048,72.0,2.0,1.0,2.0,2.0,0.986,1139.5,2.0,1.21,Safe,Potential Abuse,0.4435397352676195,0,Safe,Safe
acct_001049,66.0,3.0,3.0,2.0,2.0,0.561,719.1,2.0,1.13,Safe,Potential Abuse,0.43825462562635864,0,Safe,Safe
acct_001050,41.0,2.0,2.0,2.0,2.0,0.976,389.0,2.0,0.7,Safe,Potential Abuse,0.4395054753928792,0,Safe,Safe
acct_001051,81.0,7.0,3.0,4.0,4.0,0.481,1946.3,2.0,1.35,Safe,Potential Abuse,0.49894941215130695,2,Potential Abuse,Safe
acct_001052,72.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.22,Safe,Potential Abuse,0.5047088181486666,0,Safe,Potential Abuse
acct_001053,91.0,8.0,3.0,6.0,6.0,0.484,348596.5,4.0,1.56,Potential Abuse,Potential Abuse,0.47698497071944573,2,Potential Abuse,Safe
acct_001054,24.0,2.0,1.0,1.0,1.0,0.542,0.0,1.0,0.4,Safe,Safe,0.5265597140066985,0,Safe,Potential Abuse
acct_001055,207.0,77.0,6.0,16.0,20.0,0.087,959325.3,9.0,3.58,Abusive,Abusive,0.5970872884965707,1,Abusive,Abusive
acct_001056,272.0,93.0,14.0,15.0,19.0,0.143,979263.5,8.0,4.56,Abusive,Abusive,0.6318195920803836,1,Abusive,Abusive
acct_001057,82.0,3.0,2.0,2.0,2.0,0.512,2277.4,3.0,1.42,Safe,Potential Abuse,0.47768972837081203,0,Safe,Safe
acct_001058,56.0,3.0,1.0,3.0,3.0,0.964,2008.4,2.0,0.99,Safe,Potential Abuse,0.4867694792642574,0,Safe,Safe
acct_001059,48.0,2.0,2.0,2.0,2.0,0.979,483.2,2.0,0.87,Safe,Potential Abuse,0.42758025869994376,0,Safe,Safe
acct_001060,377.0,145.0,12.0,16.0,20.0,0.106,904311.7,9.0,6.32,Abusive,Abusive,0.6402816967967205,1,Abusive,Abusive
acct_001061,65.0,2.0,2.0,1.0,1.0,0.508,0.0,2.0,1.14,Safe,Safe,0.45270272778086923,0,Safe,Safe
acct_001062,103.0,5.0,4.0,4.0,4.0,0.466,8438.7,4.0,1.74,Potential Abuse,Potential Abuse,0.5225714001795789,2,Potential Abuse,Potential Abuse
acct_001063,25.0,3.0,2.0,2.0,2.0,0.52,19.5,2.0,0.44,Safe,Potential Abuse,0.5132537813658276,0,Safe,Potential Abuse
acct_001064,221.0,80.0,8.0,16.0,20.0,0.109,919949.9,10.0,3.78,Abusive,Abusive,0.5890194706152307,1,Abusive,Abusive
acct_001065,73.0,4.0,3.0,2.0,2.0,0.507,310545.7,2.0,1.24,Safe,Potential Abuse,0.4914741154828567,2,Potential Abuse,Safe
acct_001066,32.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.54,Safe,Safe,0.48828953225400673,0,Safe,Safe
acct_001067,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.95,Safe,Safe,0.4280879097138274,0,Safe,Safe
acct_001068,25.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.44,Safe,Safe,0.45862356171191415,0,Safe,Safe
acct_001069,73.0,4.0,3.0,3.0,3.0,0.507,445755.1,2.0,1.23,Safe,Potential Abuse,0.48605339162586825,2,Potential Abuse,Safe
acct_001070,64.0,2.0,1.0,1.0,1.0,0.594,0.0,2.0,1.09,Safe,Safe,0.4616821044915154,0,Safe,Safe
acct_001071,64.0,3.0,1.0,2.0,2.0,0.531,92295.1,2.0,1.1,Safe,Potential Abuse,0.47962147588338583,0,Safe,Safe
acct_001072,77.0,8.0,6.0,6.0,6.0,0.429,614415.0,3.0,1.31,Potential Abuse,Potential Abuse,0.4815453463679581,2,Potential Abuse,Safe
acct_001073,56.0,3.0,1.0,2.0,2.0,0.518,759.0,2.0,0.95,Safe,Potential Abuse,0.44906234662344363,0,Safe,Safe
acct_001074,55.0,5.0,6.0,4.0,4.0,0.618,3885.2,3.0,0.97,Potential Abuse,Potential Abuse,0.51758045201505,2,Potential Abuse,Potential Abuse
acct_001075,65.0,3.0,3.0,3.0,3.0,0.954,67807.4,2.0,1.11,Safe,Potential Abuse,0.49837929728237507,0,Safe,Safe
acct_001076,24.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.43,Safe,Safe,0.45659527870720695,0,Safe,Safe
acct_001077,65.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.12,Safe,Potential Abuse,0.48699593201413877,0,Safe,Safe
acct_001078,73.0,3.0,3.0,3.0,3.0,0.973,14132.0,2.0,1.24,Safe,Potential Abuse,0.4880587783032979,0,Safe,Safe
acct_001079,24.0,2.0,1.0,1.0,1.0,0.583,0.0,2.0,0.43,Safe,Safe,0.48912582243485564,0,Safe,Safe
acct_001080,72.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.34,Safe,Safe,0.4500699364419389,0,Safe,Safe
acct_001081,82.0,9.0,5.0,7.0,7.0,0.293,582703.5,4.0,1.41,Potential Abuse,Potential Abuse,0.5043582737515694,2,Potential Abuse,Potential Abuse
acct_001082,26.0,3.0,3.0,2.0,2.0,0.5,203136.4,2.0,0.46,Safe,Potential Abuse,0.522217976109734,2,Potential Abuse,Potential Abuse
acct_001083,56.0,2.0,3.0,1.0,1.0,0.607,0.0,2.0,0.95,Safe,Safe,0.4590846691189325,0,Safe,Safe
acct_001084,64.0,2.0,3.0,2.0,2.0,0.984,3971.4,2.0,1.08,Safe,Potential Abuse,0.43571963479665377,0,Safe,Safe
acct_001085,303.0,94.0,6.0,16.0,20.0,0.135,996402.1,7.0,5.14,Abusive,Abusive,0.5830426548121476,1,Abusive,Abusive
acct_001086,73.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.24,Safe,Safe,0.45241452208961164,0,Safe,Safe
acct_001087,195.0,68.0,9.0,16.0,20.0,0.215,959220.5,10.0,3.29,Abusive,Abusive,0.6026029466802623,1,Abusive,Abusive
acct_001088,80.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.38,Safe,Safe,0.4798665809049267,0,Safe,Safe
acct_001089,394.0,133.0,7.0,16.0,20.0,0.112,878836.8,11.0,6.72,Abusive,Abusive,0.6637353614513661,1,Abusive,Abusive
acct_001090,48.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.88,Safe,Safe,0.43128399674279266,0,Safe,Safe
acct_001091,88.0,9.0,3.0,5.0,5.0,0.432,58821.4,3.0,1.47,Potential Abuse,Potential Abuse,0.4808223509250515,2,Potential Abuse,Safe
acct_001092,67.0,4.0,5.0,3.0,3.0,0.552,561758.8,3.0,1.22,Potential Abuse,Potential Abuse,0.49166466148917304,2,Potential Abuse,Safe
acct_001093,57.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.99,Safe,Safe,0.43344168257659416,0,Safe,Safe
acct_001094,64.0,2.0,2.0,1.0,1.0,0.516,0.0,2.0,1.09,Safe,Safe,0.4471194177997628,0,Safe,Safe
acct_001095,32.0,2.0,2.0,2.0,2.0,0.969,19.6,2.0,0.57,Safe,Potential Abuse,0.480720553149971,0,Safe,Safe
acct_001096,56.0,2.0,2.0,2.0,2.0,0.982,113.3,2.0,0.96,Safe,Potential Abuse,0.4404805138945781,0,Safe,Safe
acct_001097,115.0,9.0,5.0,6.0,6.0,0.252,350354.5,3.0,1.98,Potential Abuse,Potential Abuse,0.5192057601780584,2,Potential Abuse,Potential Abuse
acct_001098,333.0,116.0,7.0,16.0,20.0,0.138,983647.9,8.0,5.6,Abusive,Abusive,0.5819307727935986,1,Abusive,Abusive
acct_001099,24.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.46,Safe,Safe,0.4635644341483549,0,Safe,Safe
acct_001100,123.0,11.0,3.0,7.0,9.0,0.528,724410.4,4.0,2.07,Potential Abuse,Potential Abuse,0.5236141839655138,2,Potential Abuse,Potential Abuse
acct_001101,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.48,Safe,Safe,0.49804730742268294,0,Safe,Safe
acct_001102,72.0,2.0,1.0,1.0,1.0,0.514,0.0,2.0,1.25,Safe,Safe,0.4776593061929754,0,Safe,Safe
acct_001103,204.0,62.0,15.0,16.0,20.0,0.172,983647.9,6.0,3.43,Abusive,Abusive,0.6284091118899584,1,Abusive,Abusive
acct_001104,24.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.44,Safe,Safe,0.4814218774949096,0,Safe,Safe
acct_001105,25.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.49,Safe,Safe,0.4548879896093422,0,Safe,Safe
acct_001106,24.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.42,Safe,Safe,0.48709284973650036,0,Safe,Safe
acct_001107,74.0,2.0,3.0,2.0,2.0,0.986,2371.1,2.0,1.26,Safe,Potential Abuse,0.4443387557194235,0,Safe,Safe
acct_001108,233.0,63.0,15.0,15.0,19.0,0.176,1000465.4,7.0,3.9,Abusive,Abusive,0.62808411650002,1,Abusive,Abusive
acct_001109,40.0,4.0,1.0,3.0,3.0,0.525,835.1,1.0,0.67,Safe,Potential Abuse,0.5379035572588289,0,Safe,Potential Abuse
acct_001110,72.0,2.0,2.0,2.0,2.0,0.986,756.4,2.0,1.27,Safe,Potential Abuse,0.43639181078530914,0,Safe,Safe
acct_001111,83.0,7.0,5.0,7.0,7.0,0.542,178513.2,4.0,1.41,Potential Abuse,Potential Abuse,0.48359650338080656,2,Potential Abuse,Safe
acct_001112,66.0,2.0,2.0,2.0,2.0,0.985,14646.2,2.0,1.11,Safe,Potential Abuse,0.45175766143538476,0,Safe,Safe
acct_001113,64.0,2.0,1.0,2.0,2.0,0.984,989.1,3.0,1.1,Safe,Potential Abuse,0.47942400144084585,0,Safe,Safe
acct_001114,48.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.81,Safe,Safe,0.4285878695490684,0,Safe,Safe
acct_001115,49.0,3.0,3.0,2.0,2.0,0.49,345972.0,2.0,0.87,Safe,Potential Abuse,0.4870250666264884,2,Potential Abuse,Safe
acct_001116,82.0,2.0,3.0,1.0,1.0,0.549,0.0,2.0,1.39,Safe,Safe,0.49227028857642374,0,Safe,Safe
acct_001117,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.42,Safe,Safe,0.4942475518232648,0,Safe,Safe
acct_001118,42.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.72,Safe,Safe,0.4356086185388731,0,Safe,Safe
acct_001119,33.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.59,Safe,Safe,0.43406353128762964,0,Safe,Safe
acct_001120,33.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.66,Safe,Safe,0.4359744870385416,0,Safe,Safe
acct_001121,61.0,5.0,3.0,5.0,5.0,0.492,250116.4,6.0,1.03,Potential Abuse,Abusive,0.5212378838881746,2,Potential Abuse,Potential Abuse
acct_001122,106.0,11.0,3.0,8.0,9.0,0.5,525336.1,4.0,1.84,Potential Abuse,Abusive,0.5092361090525105,2,Potential Abuse,Potential Abuse
acct_001123,40.0,2.0,1.0,1.0,1.0,0.5,0.0,2.0,0.7,Safe,Safe,0.47141121839558325,0,Safe,Safe
acct_001124,72.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.24,Safe,Safe,0.4532469129418205,0,Safe,Safe
acct_001125,32.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.56,Safe,Potential Abuse,0.5058731188122905,0,Safe,Potential Abuse
acct_001126,64.0,2.0,1.0,1.0,1.0,0.562,0.0,2.0,1.11,Safe,Safe,0.4602700040045238,0,Safe,Safe
acct_001127,81.0,4.0,2.0,3.0,3.0,0.494,847.4,2.0,1.37,Safe,Potential Abuse,0.48707041150798996,2,Potential Abuse,Safe
acct_001128,64.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.11,Safe,Safe,0.4365391683013608,0,Safe,Safe
acct_001129,49.0,3.0,3.0,2.0,2.0,0.49,540.8,2.0,0.88,Safe,Potential Abuse,0.44952201817587417,0,Safe,Safe
acct_001130,61.0,8.0,6.0,7.0,7.0,0.557,33553.9,3.0,1.05,Potential Abuse,Potential Abuse,0.5121495407934435,2,Potential Abuse,Potential Abuse
acct_001131,64.0,3.0,2.0,2.0,2.0,0.562,920.5,2.0,1.1,Safe,Potential Abuse,0.4361568957331027,0,Safe,Safe
acct_001132,64.0,5.0,5.0,5.0,5.0,0.547,10642.5,2.0,1.09,Potential Abuse,Potential Abuse,0.503010954495149,2,Potential Abuse,Potential Abuse
acct_001133,24.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.43,Safe,Safe,0.48324561384500886,0,Safe,Safe
acct_001134,24.0,3.0,2.0,2.0,2.0,0.542,230.4,2.0,0.44,Safe,Potential Abuse,0.49281736195846243,0,Safe,Safe
acct_001135,24.0,3.0,1.0,2.0,2.0,0.625,1299.2,1.0,0.42,Safe,Potential Abuse,0.5468481788503851,0,Safe,Potential Abuse
acct_001136,80.0,2.0,1.0,2.0,2.0,0.988,2430.5,2.0,1.37,Safe,Potential Abuse,0.45635231207225874,0,Safe,Safe
acct_001137,95.0,12.0,3.0,8.0,8.0,0.526,519563.1,3.0,1.61,Potential Abuse,Abusive,0.5096772006642418,2,Potential Abuse,Potential Abuse
acct_001138,47.0,6.0,3.0,4.0,4.0,0.532,206698.1,3.0,0.86,Potential Abuse,Potential Abuse,0.47852201284593554,2,Potential Abuse,Safe
acct_001139,72.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,1.26,Safe,Potential Abuse,0.48941967067774145,0,Safe,Safe
acct_001140,81.0,2.0,3.0,2.0,2.0,0.988,2326.5,2.0,1.37,Safe,Potential Abuse,0.45477636582060915,0,Safe,Safe
acct_001141,24.0,2.0,3.0,2.0,2.0,0.958,163.7,1.0,0.4,Safe,Potential Abuse,0.5364055106075207,0,Safe,Potential Abuse
acct_001142,56.0,3.0,3.0,2.0,2.0,0.536,239.1,2.0,0.96,Safe,Potential Abuse,0.44884567806329323,0,Safe,Safe
acct_001143,32.0,2.0,1.0,1.0,1.0,0.531,0.0,1.0,0.55,Safe,Safe,0.5082828666514081,0,Safe,Potential Abuse
acct_001144,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.94,Safe,Safe,0.42902761129663436,0,Safe,Safe
acct_001145,56.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.96,Safe,Potential Abuse,0.4957535104225026,0,Safe,Safe
acct_001146,111.0,6.0,6.0,4.0,5.0,0.568,91766.3,3.0,1.91,Potential Abuse,Potential Abuse,0.5145424671651286,2,Potential Abuse,Potential Abuse
acct_001147,55.0,7.0,6.0,6.0,6.0,0.473,645703.5,3.0,1.03,Potential Abuse,Potential Abuse,0.4882952549657227,2,Potential Abuse,Safe
acct_001148,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.97,Safe,Safe,0.42705666846014095,0,Safe,Safe
acct_001149,42.0,3.0,5.0,2.0,3.0,0.5,78314.6,2.0,0.74,Potential Abuse,Potential Abuse,0.5124770258200075,2,Potential Abuse,Potential Abuse
acct_001150,48.0,2.0,3.0,1.0,1.0,0.583,0.0,2.0,0.89,Safe,Safe,0.45398955657679224,0,Safe,Safe
acct_001151,64.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,1.08,Safe,Potential Abuse,0.47898921924018295,0,Safe,Safe
acct_001152,124.0,10.0,5.0,6.0,7.0,0.484,107107.9,5.0,2.08,Potential Abuse,Potential Abuse,0.5285755816323404,2,Potential Abuse,Potential Abuse
acct_001153,117.0,7.0,3.0,6.0,6.0,0.53,722971.5,3.0,1.97,Potential Abuse,Potential Abuse,0.5125110789284328,2,Potential Abuse,Potential Abuse
acct_001154,102.0,7.0,5.0,6.0,6.0,0.451,662430.9,3.0,1.73,Potential Abuse,Potential Abuse,0.48068614890477596,2,Potential Abuse,Safe
acct_001155,64.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.13,Safe,Safe,0.4379122630452288,0,Safe,Safe
acct_001156,42.0,2.0,3.0,1.0,1.0,0.571,0.0,3.0,0.71,Safe,Potential Abuse,0.4983150128310225,0,Safe,Safe
acct_001157,59.0,5.0,5.0,5.0,5.0,0.661,491823.9,3.0,0.99,Potential Abuse,Potential Abuse,0.48516453034567253,2,Potential Abuse,Safe
acct_001158,83.0,10.0,3.0,5.0,6.0,0.337,199518.8,4.0,1.4,Potential Abuse,Potential Abuse,0.5026188092524168,2,Potential Abuse,Potential Abuse
acct_001159,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.44,Safe,Safe,0.49229563876924354,0,Safe,Safe
acct_001160,91.0,8.0,6.0,7.0,8.0,0.505,401039.5,3.0,1.57,Potential Abuse,Potential Abuse,0.48670198339494,2,Potential Abuse,Safe
acct_001161,84.0,6.0,5.0,4.0,5.0,0.5,144882.1,3.0,1.42,Potential Abuse,Potential Abuse,0.4592003396370161,2,Potential Abuse,Safe
acct_001162,32.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.55,Safe,Safe,0.4362243396613278,0,Safe,Safe
acct_001163,277.0,99.0,8.0,16.0,20.0,0.159,938722.4,10.0,4.75,Abusive,Abusive,0.57383441330796,1,Abusive,Potential Abuse
acct_001164,112.0,14.0,6.0,7.0,9.0,0.277,345972.0,4.0,1.92,Potential Abuse,Potential Abuse,0.5387397582422806,2,Potential Abuse,Potential Abuse
acct_001165,64.0,2.0,1.0,2.0,2.0,0.984,109.6,2.0,1.08,Safe,Potential Abuse,0.4541450242242123,0,Safe,Safe
acct_001166,32.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.59,Safe,Safe,0.43074489529109583,0,Safe,Safe
acct_001167,40.0,2.0,3.0,1.0,1.0,0.55,0.0,2.0,0.71,Safe,Safe,0.4507672867464542,0,Safe,Safe
acct_001168,32.0,2.0,3.0,1.0,1.0,0.531,0.0,1.0,0.55,Safe,Safe,0.5016377400382864,0,Safe,Potential Abuse
acct_001169,32.0,2.0,2.0,2.0,2.0,0.969,1887.0,2.0,0.57,Safe,Potential Abuse,0.46542536353948377,0,Safe,Safe
acct_001170,40.0,2.0,2.0,2.0,2.0,0.975,164.7,2.0,0.67,Safe,Potential Abuse,0.44964810246345516,0,Safe,Safe
acct_001171,33.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.56,Safe,Safe,0.43134716178302646,0,Safe,Safe
acct_001172,278.0,104.0,8.0,16.0,20.0,0.086,931411.7,8.0,4.64,Abusive,Abusive,0.5907923908208306,1,Abusive,Abusive
acct_001173,64.0,2.0,3.0,1.0,1.0,0.516,0.0,2.0,1.11,Safe,Safe,0.4615792587178847,0,Safe,Safe
acct_001174,25.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.45,Safe,Safe,0.4514833551598463,0,Safe,Safe
acct_001175,82.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,1.38,Safe,Potential Abuse,0.5141939835332082,0,Safe,Potential Abuse
acct_001176,41.0,4.0,2.0,2.0,2.0,0.585,1768.2,2.0,0.7,Safe,Potential Abuse,0.473593606628651,0,Safe,Safe
acct_001177,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.41,Safe,Safe,0.49793305623420175,0,Safe,Safe
acct_001178,32.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.58,Safe,Safe,0.43394413811158544,0,Safe,Safe
acct_001179,32.0,2.0,2.0,1.0,1.0,0.531,0.0,2.0,0.61,Safe,Safe,0.45139386146728677,0,Safe,Safe
acct_001180,81.0,2.0,3.0,1.0,1.0,0.519,0.0,2.0,1.4,Safe,Safe,0.49401635797691246,0,Safe,Safe
acct_001181,56.0,3.0,2.0,2.0,2.0,0.964,1067.6,3.0,0.94,Safe,Potential Abuse,0.4815392683234628,0,Safe,Safe
