account_id,num_logins,num_unique_ips,num_unique_devices,num_unique_countries,num_unique_cities,primary_ip_share,max_implied_speed_kmh,max_concurrent_streams,logins_per_day,ground_truth_label,rule_based_label
acct_000515,48.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.82,Safe,Safe
acct_000516,328.0,112.0,8.0,16.0,20.0,0.152,979263.5,9.0,5.53,Abusive,Abusive
acct_000517,50.0,2.0,3.0,2.0,2.0,0.98,6635.4,2.0,0.84,Safe,Potential Abuse
acct_000518,64.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.08,Safe,Safe
acct_000519,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.08,Safe,Safe
acct_000520,72.0,2.0,1.0,1.0,1.0,0.583,0.0,2.0,1.21,Safe,Safe
acct_000521,80.0,2.0,2.0,1.0,1.0,0.562,0.0,2.0,1.35,Safe,Safe
acct_000522,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.07,Safe,Safe
acct_000523,56.0,3.0,2.0,3.0,3.0,0.964,15447.4,2.0,0.94,Safe,Potential Abuse
acct_000524,80.0,10.0,5.0,8.0,8.0,0.262,39037.8,4.0,1.35,Potential Abuse,Abusive
acct_000525,72.0,4.0,1.0,3.0,3.0,0.514,9325.1,2.0,1.22,Safe,Potential Abuse
acct_000526,118.0,10.0,6.0,5.0,7.0,0.483,508363.4,3.0,2.01,Potential Abuse,Potential Abuse
acct_000527,80.0,2.0,1.0,2.0,2.0,0.988,1646.6,2.0,1.35,Safe,Potential Abuse
acct_000528,40.0,3.0,2.0,1.0,1.0,0.5,0.0,2.0,0.68,Safe,Potential Abuse
acct_000529,24.0,2.0,1.0,1.0,1.0,0.542,0.0,1.0,0.44,Safe,Safe
acct_000530,65.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.19,Safe,Potential Abuse
acct_000531,50.0,3.0,2.0,2.0,2.0,0.54,21953.0,2.0,0.94,Safe,Potential Abuse
acct_000532,66.0,3.0,2.0,2.0,2.0,0.5,224.3,2.0,1.1,Safe,Potential Abuse
acct_000533,109.0,10.0,3.0,8.0,8.0,0.505,108837.2,4.0,1.93,Potential Abuse,Abusive
acct_000534,82.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.4,Safe,Potential Abuse
acct_000535,24.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.42,Safe,Safe
acct_000536,40.0,2.0,1.0,2.0,2.0,0.975,1422.7,2.0,0.73,Safe,Potential Abuse
acct_000537,327.0,115.0,14.0,16.0,20.0,0.159,996402.1,7.0,5.55,Abusive,Abusive
acct_000538,80.0,3.0,2.0,3.0,3.0,0.975,761.7,2.0,1.38,Safe,Potential Abuse
acct_000539,40.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.68,Safe,Safe
acct_000540,127.0,9.0,6.0,5.0,6.0,0.323,18088.6,4.0,2.19,Potential Abuse,Potential Abuse
acct_000541,40.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.7,Safe,Safe
acct_000542,32.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.54,Safe,Safe
acct_000543,64.0,2.0,1.0,2.0,2.0,0.984,708.3,3.0,1.08,Safe,Potential Abuse
acct_000544,81.0,3.0,2.0,2.0,2.0,0.975,638.6,3.0,1.41,Safe,Potential Abuse
acct_000545,24.0,3.0,1.0,3.0,3.0,0.917,1145.7,2.0,0.44,Safe,Potential Abuse
acct_000546,125.0,8.0,4.0,4.0,5.0,0.504,70834.4,4.0,2.1,Potential Abuse,Potential Abuse
acct_000547,81.0,2.0,3.0,1.0,1.0,0.531,0.0,2.0,1.41,Safe,Safe
acct_000548,41.0,2.0,3.0,1.0,1.0,0.756,0.0,2.0,0.71,Safe,Safe
acct_000549,72.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.23,Safe,Safe
acct_000550,83.0,3.0,2.0,3.0,3.0,0.976,661.1,2.0,1.4,Safe,Potential Abuse
acct_000551,81.0,3.0,3.0,1.0,2.0,0.543,182.3,3.0,1.43,Safe,Potential Abuse
acct_000552,48.0,2.0,1.0,2.0,2.0,0.979,68.9,1.0,0.81,Safe,Potential Abuse
acct_000553,32.0,2.0,1.0,1.0,1.0,0.562,0.0,1.0,0.55,Safe,Safe
acct_000554,65.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.1,Safe,Potential Abuse
acct_000555,117.0,13.0,5.0,7.0,7.0,0.265,535539.7,5.0,2.05,Potential Abuse,Potential Abuse
acct_000556,57.0,2.0,3.0,2.0,2.0,0.982,1393.8,2.0,0.98,Safe,Potential Abuse
acct_000557,48.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.8,Safe,Safe
acct_000558,48.0,2.0,1.0,2.0,2.0,0.979,463.2,2.0,0.85,Safe,Potential Abuse
acct_000559,41.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.71,Safe,Safe
acct_000560,108.0,9.0,6.0,6.0,7.0,0.509,484455.6,3.0,1.83,Potential Abuse,Potential Abuse
acct_000561,41.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.72,Safe,Safe
acct_000562,57.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.96,Safe,Safe
acct_000563,49.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.88,Safe,Safe
acct_000564,32.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.56,Safe,Safe
acct_000565,74.0,2.0,2.0,2.0,2.0,0.986,25.4,3.0,1.28,Safe,Potential Abuse
acct_000566,32.0,3.0,1.0,2.0,2.0,0.5,136.3,2.0,0.55,Safe,Potential Abuse
acct_000567,72.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.22,Safe,Potential Abuse
acct_000568,124.0,11.0,4.0,6.0,7.0,0.282,724410.4,5.0,2.14,Potential Abuse,Potential Abuse
acct_000569,41.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.68,Safe,Safe
acct_000570,120.0,8.0,5.0,8.0,8.0,0.492,594977.9,5.0,2.06,Potential Abuse,Abusive
acct_000571,85.0,10.0,3.0,8.0,9.0,0.506,249765.2,4.0,1.47,Potential Abuse,Abusive
acct_000572,80.0,2.0,1.0,2.0,2.0,0.988,1027.7,2.0,1.39,Safe,Potential Abuse
acct_000573,48.0,3.0,3.0,2.0,2.0,0.583,1626.1,2.0,0.83,Safe,Potential Abuse
acct_000574,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.49,Safe,Safe
acct_000575,266.0,104.0,13.0,16.0,20.0,0.102,938722.4,9.0,4.54,Abusive,Abusive
acct_000576,80.0,2.0,1.0,2.0,2.0,0.988,3201.9,3.0,1.34,Safe,Potential Abuse
acct_000577,205.0,61.0,10.0,15.0,19.0,0.141,801432.4,7.0,3.53,Abusive,Abusive
acct_000578,56.0,2.0,1.0,2.0,2.0,0.982,3092.8,2.0,0.97,Safe,Potential Abuse
acct_000579,40.0,3.0,2.0,3.0,3.0,0.95,430.1,2.0,0.72,Safe,Potential Abuse
acct_000580,48.0,11.0,6.0,6.0,7.0,0.521,349121.4,4.0,0.82,Potential Abuse,Potential Abuse
acct_000581,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.49,Safe,Safe
acct_000582,48.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.85,Safe,Safe
acct_000583,66.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.11,Safe,Potential Abuse
acct_000584,74.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.26,Safe,Safe
acct_000585,95.0,9.0,4.0,7.0,7.0,0.305,212431.6,3.0,1.62,Potential Abuse,Potential Abuse
acct_000586,41.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.75,Safe,Safe
acct_000587,120.0,8.0,6.0,8.0,8.0,0.517,244523.5,4.0,2.04,Potential Abuse,Abusive
acct_000588,78.0,8.0,6.0,6.0,7.0,0.346,228736.7,3.0,1.35,Potential Abuse,Potential Abuse
acct_000589,332.0,118.0,7.0,16.0,20.0,0.133,1112232.4,10.0,5.7,Abusive,Abusive
acct_000590,64.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.11,Safe,Safe
acct_000591,32.0,2.0,2.0,1.0,1.0,0.531,0.0,1.0,0.54,Safe,Safe
acct_000592,57.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.98,Safe,Safe
acct_000593,243.0,74.0,7.0,16.0,20.0,0.16,983647.9,6.0,4.12,Abusive,Abusive
acct_000594,80.0,2.0,2.0,1.0,1.0,0.512,0.0,2.0,1.35,Safe,Safe
acct_000595,80.0,4.0,3.0,2.0,3.0,0.525,3328.7,2.0,1.35,Safe,Potential Abuse
acct_000596,46.0,4.0,6.0,3.0,3.0,0.522,979263.5,3.0,0.89,Potential Abuse,Potential Abuse
acct_000597,65.0,3.0,2.0,2.0,2.0,0.569,208.5,2.0,1.16,Safe,Potential Abuse
acct_000598,32.0,2.0,2.0,1.0,2.0,0.969,68.9,2.0,0.64,Safe,Safe
acct_000599,32.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.54,Safe,Safe
acct_000600,57.0,4.0,3.0,2.0,2.0,0.596,936.3,2.0,0.99,Safe,Potential Abuse
acct_000601,40.0,2.0,3.0,1.0,1.0,0.525,0.0,2.0,0.67,Safe,Safe
acct_000602,114.0,12.0,6.0,8.0,9.0,0.482,875098.3,4.0,1.92,Potential Abuse,Abusive
acct_000603,56.0,5.0,4.0,3.0,3.0,0.446,66506.3,4.0,0.96,Potential Abuse,Potential Abuse
acct_000604,24.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.41,Safe,Safe
acct_000605,275.0,92.0,14.0,16.0,20.0,0.127,965670.0,7.0,4.63,Abusive,Abusive
acct_000606,56.0,2.0,1.0,2.0,2.0,0.982,962.0,3.0,0.93,Safe,Potential Abuse
acct_000607,83.0,11.0,6.0,6.0,8.0,0.566,241054.7,3.0,1.49,Potential Abuse,Potential Abuse
acct_000608,105.0,9.0,5.0,6.0,7.0,0.381,419478.8,3.0,1.81,Potential Abuse,Potential Abuse
acct_000609,64.0,2.0,2.0,1.0,1.0,0.516,0.0,2.0,1.11,Safe,Safe
acct_000610,42.0,2.0,3.0,1.0,1.0,0.524,0.0,2.0,0.72,Safe,Safe
acct_000611,320.0,118.0,15.0,16.0,20.0,0.128,965670.0,8.0,5.39,Abusive,Abusive
acct_000612,88.0,10.0,3.0,8.0,8.0,0.489,444965.2,4.0,1.47,Potential Abuse,Abusive
acct_000613,64.0,5.0,6.0,4.0,4.0,0.453,145352.3,4.0,1.11,Potential Abuse,Potential Abuse
acct_000614,121.0,8.0,4.0,8.0,8.0,0.512,90374.4,3.0,2.1,Potential Abuse,Abusive
acct_000615,83.0,7.0,6.0,4.0,4.0,0.446,591142.7,6.0,1.41,Potential Abuse,Abusive
acct_000616,64.0,2.0,3.0,2.0,2.0,0.984,578.4,2.0,1.11,Safe,Potential Abuse
acct_000617,116.0,8.0,6.0,7.0,7.0,0.526,475800.4,3.0,1.95,Potential Abuse,Potential Abuse
acct_000618,40.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.71,Safe,Safe
acct_000619,80.0,2.0,1.0,2.0,2.0,0.988,470.8,2.0,1.36,Safe,Potential Abuse
acct_000620,371.0,124.0,7.0,16.0,20.0,0.097,965670.0,11.0,6.3,Abusive,Abusive
acct_000621,40.0,2.0,2.0,1.0,1.0,0.625,0.0,2.0,0.69,Safe,Safe
acct_000622,49.0,2.0,2.0,2.0,2.0,0.98,11108.1,2.0,0.87,Safe,Potential Abuse
acct_000623,50.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.84,Safe,Safe
acct_000624,48.0,2.0,1.0,1.0,1.0,0.521,0.0,2.0,0.81,Safe,Safe
acct_000625,80.0,3.0,1.0,2.0,2.0,0.525,2432.0,2.0,1.34,Safe,Potential Abuse
acct_000626,64.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,1.08,Safe,Potential Abuse
acct_000627,65.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.13,Safe,Safe
acct_000628,76.0,6.0,5.0,6.0,6.0,0.474,19163.8,3.0,1.3,Potential Abuse,Potential Abuse
acct_000629,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.44,Safe,Safe
acct_000630,64.0,3.0,1.0,2.0,2.0,0.547,715.7,3.0,1.11,Safe,Potential Abuse
acct_000631,65.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.09,Safe,Safe
acct_000632,40.0,2.0,1.0,2.0,2.0,0.975,1177.0,2.0,0.68,Safe,Potential Abuse
acct_000633,49.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.88,Safe,Safe
acct_000634,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.41,Safe,Safe
acct_000635,91.0,7.0,4.0,3.0,5.0,0.484,50080.2,3.0,1.54,Potential Abuse,Potential Abuse
acct_000636,33.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.6,Safe,Safe
acct_000637,82.0,5.0,5.0,4.0,4.0,0.537,21181.9,4.0,1.42,Potential Abuse,Potential Abuse
acct_000638,66.0,3.0,2.0,2.0,2.0,0.561,1264.1,2.0,1.12,Safe,Potential Abuse
acct_000639,42.0,4.0,3.0,3.0,3.0,0.571,14216.9,3.0,0.73,Potential Abuse,Potential Abuse
acct_000640,89.0,5.0,6.0,4.0,4.0,0.517,7888.9,3.0,1.51,Potential Abuse,Potential Abuse
acct_000641,48.0,3.0,1.0,2.0,2.0,0.521,1547.3,2.0,0.83,Safe,Potential Abuse
acct_000642,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.08,Safe,Safe
acct_000643,24.0,2.0,1.0,1.0,1.0,0.542,0.0,2.0,0.42,Safe,Safe
acct_000644,72.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.21,Safe,Safe
acct_000645,57.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.99,Safe,Safe
acct_000646,91.0,8.0,6.0,6.0,7.0,0.495,445755.1,3.0,1.53,Potential Abuse,Potential Abuse
acct_000647,57.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.02,Safe,Safe
acct_000648,80.0,2.0,1.0,1.0,1.0,0.525,0.0,2.0,1.38,Safe,Safe
acct_000649,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.97,Safe,Safe
acct_000650,24.0,2.0,1.0,1.0,1.0,0.5,0.0,1.0,0.4,Safe,Safe
acct_000651,32.0,2.0,1.0,2.0,2.0,0.969,889.5,2.0,0.56,Safe,Potential Abuse
acct_000652,58.0,2.0,3.0,1.0,1.0,0.517,0.0,3.0,0.98,Safe,Potential Abuse
acct_000653,40.0,2.0,2.0,2.0,2.0,0.975,249.0,1.0,0.72,Safe,Potential Abuse
acct_000654,72.0,2.0,1.0,1.0,1.0,0.583,0.0,3.0,1.24,Safe,Potential Abuse
acct_000655,49.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.88,Safe,Safe
acct_000656,48.0,2.0,2.0,1.0,1.0,0.542,0.0,2.0,0.81,Safe,Safe
acct_000657,44.0,10.0,4.0,8.0,8.0,0.386,259781.5,3.0,0.79,Potential Abuse,Abusive
acct_000658,48.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.81,Safe,Safe
acct_000659,108.0,7.0,4.0,5.0,6.0,0.481,258939.1,4.0,1.82,Potential Abuse,Potential Abuse
acct_000660,56.0,2.0,2.0,1.0,1.0,0.661,0.0,2.0,0.97,Safe,Safe
acct_000661,40.0,2.0,1.0,2.0,2.0,0.975,220.3,2.0,0.69,Safe,Potential Abuse
acct_000662,32.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.56,Safe,Safe
acct_000663,64.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.1,Safe,Safe
acct_000664,24.0,2.0,1.0,2.0,2.0,0.958,264.4,1.0,0.42,Safe,Potential Abuse
acct_000665,41.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.71,Safe,Safe
acct_000666,52.0,2.0,5.0,2.0,2.0,0.558,5546.7,3.0,0.88,Potential Abuse,Potential Abuse
acct_000667,65.0,7.0,4.0,5.0,6.0,0.431,498201.1,3.0,1.13,Potential Abuse,Potential Abuse
acct_000668,58.0,2.0,2.0,1.0,1.0,0.517,0.0,2.0,0.97,Safe,Safe
acct_000669,32.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.63,Safe,Safe
acct_000670,50.0,4.0,3.0,4.0,4.0,0.48,21458.6,3.0,0.9,Potential Abuse,Potential Abuse
acct_000671,114.0,6.0,5.0,4.0,4.0,0.298,151582.8,3.0,1.93,Potential Abuse,Potential Abuse
acct_000672,73.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.28,Safe,Potential Abuse
acct_000673,40.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.68,Safe,Safe
acct_000674,58.0,4.0,2.0,3.0,3.0,0.483,37655.7,2.0,1.0,Safe,Potential Abuse
acct_000675,127.0,7.0,4.0,5.0,6.0,0.394,226077.9,4.0,2.17,Potential Abuse,Potential Abuse
acct_000676,65.0,3.0,3.0,2.0,2.0,0.508,537.4,3.0,1.12,Safe,Potential Abuse
acct_000677,49.0,2.0,2.0,2.0,2.0,0.98,2934.4,2.0,0.82,Safe,Potential Abuse
acct_000678,110.0,10.0,5.0,9.0,9.0,0.464,162717.7,4.0,1.86,Potential Abuse,Abusive
acct_000679,65.0,3.0,2.0,2.0,2.0,0.508,1043.4,2.0,1.15,Safe,Potential Abuse
acct_000680,80.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.39,Safe,Potential Abuse
acct_000681,107.0,12.0,4.0,8.0,9.0,0.393,979263.5,4.0,1.81,Potential Abuse,Abusive
acct_000682,72.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.26,Safe,Safe
acct_000683,80.0,3.0,1.0,2.0,2.0,0.575,623.3,3.0,1.4,Safe,Potential Abuse
acct_000684,40.0,2.0,3.0,1.0,1.0,0.575,0.0,2.0,0.69,Safe,Safe
acct_000685,40.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,0.69,Safe,Potential Abuse
acct_000686,48.0,2.0,3.0,1.0,2.0,0.979,131.5,2.0,0.86,Safe,Safe
acct_000687,88.0,12.0,4.0,8.0,10.0,0.364,600997.5,3.0,1.51,Potential Abuse,Abusive
acct_000688,56.0,3.0,1.0,2.0,3.0,0.964,3653.5,2.0,1.0,Safe,Potential Abuse
acct_000689,81.0,2.0,2.0,1.0,1.0,0.531,0.0,2.0,1.37,Safe,Safe
acct_000690,80.0,2.0,1.0,1.0,1.0,0.512,0.0,2.0,1.34,Safe,Safe
acct_000691,197.0,73.0,12.0,16.0,20.0,0.147,770380.9,10.0,3.34,Abusive,Abusive
acct_000692,106.0,9.0,6.0,7.0,7.0,0.472,76203.5,3.0,1.79,Potential Abuse,Potential Abuse
acct_000693,110.0,8.0,4.0,4.0,6.0,0.545,45268.9,3.0,1.89,Potential Abuse,Potential Abuse
acct_000694,69.0,6.0,3.0,4.0,4.0,0.478,28253.0,3.0,1.17,Potential Abuse,Potential Abuse
acct_000695,135.0,9.0,6.0,8.0,8.0,0.474,300738.6,4.0,2.26,Potential Abuse,Abusive
acct_000696,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.97,Safe,Safe
acct_000697,78.0,7.0,3.0,6.0,7.0,0.564,385577.2,4.0,1.35,Potential Abuse,Potential Abuse
acct_000698,123.0,10.0,4.0,6.0,6.0,0.569,812122.1,4.0,2.15,Potential Abuse,Potential Abuse
acct_000699,56.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.95,Safe,Safe
acct_000700,24.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.41,Safe,Safe
acct_000701,93.0,5.0,4.0,4.0,4.0,0.441,28773.7,3.0,1.57,Potential Abuse,Potential Abuse
acct_000702,72.0,2.0,2.0,2.0,2.0,0.986,2204.3,2.0,1.23,Safe,Potential Abuse
acct_000703,48.0,2.0,1.0,1.0,1.0,0.521,0.0,2.0,0.85,Safe,Safe
acct_000704,72.0,2.0,1.0,2.0,2.0,0.986,949.4,2.0,1.23,Safe,Potential Abuse
acct_000705,24.0,2.0,3.0,2.0,2.0,0.958,72.7,1.0,0.41,Safe,Potential Abuse
acct_000706,354.0,110.0,8.0,16.0,20.0,0.113,871458.7,10.0,5.91,Abusive,Abusive
acct_000707,49.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,0.93,Safe,Potential Abuse
acct_000708,48.0,3.0,1.0,3.0,3.0,0.958,724.3,2.0,0.87,Safe,Potential Abuse
acct_000709,32.0,2.0,3.0,2.0,2.0,0.969,421.0,2.0,0.56,Safe,Potential Abuse
acct_000710,72.0,5.0,6.0,3.0,3.0,0.5,68899.4,4.0,1.26,Potential Abuse,Potential Abuse
acct_000711,73.0,3.0,2.0,2.0,2.0,0.562,85.3,2.0,1.22,Safe,Potential Abuse
acct_000712,87.0,9.0,5.0,7.0,8.0,0.46,414210.5,4.0,1.47,Potential Abuse,Potential Abuse
acct_000713,363.0,124.0,9.0,16.0,20.0,0.187,1017629.8,12.0,6.06,Abusive,Abusive
acct_000714,49.0,2.0,3.0,2.0,2.0,0.98,3572.1,3.0,0.84,Safe,Potential Abuse
acct_000715,57.0,3.0,3.0,2.0,2.0,0.509,1528.2,2.0,0.96,Safe,Potential Abuse
acct_000716,71.0,6.0,5.0,5.0,6.0,0.507,121066.8,3.0,1.22,Potential Abuse,Potential Abuse
acct_000717,24.0,2.0,2.0,2.0,2.0,0.958,939.8,2.0,0.45,Safe,Potential Abuse
acct_000718,64.0,7.0,6.0,5.0,5.0,0.281,11875.4,3.0,1.1,Potential Abuse,Potential Abuse
acct_000719,177.0,57.0,15.0,15.0,18.0,0.181,803430.4,7.0,2.98,Abusive,Abusive
acct_000720,41.0,2.0,2.0,2.0,2.0,0.976,40334.2,2.0,0.71,Safe,Potential Abuse
acct_000721,80.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.36,Safe,Safe
acct_000722,24.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.43,Safe,Safe
acct_000723,33.0,2.0,3.0,1.0,1.0,0.545,0.0,2.0,0.6,Safe,Safe
acct_000724,65.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.1,Safe,Safe
acct_000725,32.0,3.0,1.0,1.0,1.0,0.531,0.0,1.0,0.56,Safe,Potential Abuse
acct_000726,41.0,2.0,3.0,1.0,1.0,0.512,0.0,2.0,0.73,Safe,Safe
acct_000727,80.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.36,Safe,Safe
acct_000728,40.0,2.0,1.0,2.0,2.0,0.975,538.3,2.0,0.68,Safe,Potential Abuse
acct_000729,48.0,2.0,1.0,1.0,1.0,0.583,0.0,2.0,0.83,Safe,Safe
acct_000730,115.0,11.0,5.0,7.0,9.0,0.304,99749.0,3.0,1.94,Potential Abuse,Potential Abuse
acct_000731,95.0,9.0,5.0,5.0,8.0,0.505,904311.7,3.0,1.6,Potential Abuse,Potential Abuse
acct_000732,49.0,2.0,2.0,1.0,1.0,0.653,0.0,2.0,0.82,Safe,Safe
acct_000733,80.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.37,Safe,Safe
acct_000734,225.0,67.0,8.0,15.0,19.0,0.164,892552.8,11.0,3.84,Abusive,Abusive
acct_000735,81.0,2.0,3.0,1.0,1.0,0.519,0.0,2.0,1.37,Safe,Safe
acct_000736,132.0,14.0,4.0,8.0,10.0,0.462,1017629.8,3.0,2.25,Potential Abuse,Abusive
acct_000737,114.0,10.0,5.0,6.0,6.0,0.263,99613.5,3.0,1.94,Potential Abuse,Potential Abuse
acct_000738,24.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.45,Safe,Safe
acct_000739,213.0,77.0,12.0,16.0,19.0,0.075,1000465.4,7.0,3.61,Abusive,Abusive
acct_000740,58.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,Safe,Safe
acct_000741,59.0,7.0,6.0,5.0,5.0,0.508,530539.6,3.0,0.99,Potential Abuse,Potential Abuse
acct_000742,24.0,2.0,3.0,1.0,1.0,0.625,0.0,1.0,0.46,Safe,Safe
acct_000743,24.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.49,Safe,Safe
acct_000744,32.0,2.0,2.0,2.0,2.0,0.969,287.4,2.0,0.61,Safe,Potential Abuse
acct_000745,73.0,2.0,3.0,1.0,1.0,0.521,0.0,3.0,1.23,Safe,Potential Abuse
acct_000746,81.0,5.0,3.0,5.0,5.0,0.951,9900.9,4.0,1.42,Safe,Potential Abuse
acct_000747,48.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.82,Safe,Safe
acct_000748,72.0,3.0,1.0,2.0,2.0,0.556,970.5,2.0,1.23,Safe,Potential Abuse
acct_000749,72.0,2.0,2.0,2.0,2.0,0.986,3945.0,2.0,1.22,Safe,Potential Abuse
acct_000750,101.0,8.0,4.0,6.0,6.0,0.495,114058.6,5.0,1.71,Potential Abuse,Potential Abuse
acct_000751,114.0,8.0,3.0,8.0,8.0,0.474,8747.6,4.0,1.94,Potential Abuse,Abusive
acct_000752,57.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.98,Safe,Safe
acct_000753,83.0,9.0,3.0,6.0,7.0,0.434,839470.9,3.0,1.41,Potential Abuse,Potential Abuse
acct_000754,72.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.21,Safe,Safe
acct_000755,321.0,100.0,10.0,16.0,20.0,0.193,979263.5,8.0,5.37,Abusive,Abusive
acct_000756,73.0,3.0,5.0,3.0,3.0,0.548,307586.0,3.0,1.24,Potential Abuse,Potential Abuse
acct_000757,116.0,7.0,5.0,7.0,7.0,0.483,733570.6,3.0,1.98,Potential Abuse,Potential Abuse
acct_000758,48.0,2.0,2.0,2.0,2.0,0.979,227584.3,2.0,0.94,Safe,Potential Abuse
acct_000759,72.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.25,Safe,Safe
acct_000760,32.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.55,Safe,Safe
acct_000761,93.0,10.0,5.0,6.0,8.0,0.505,407812.7,3.0,1.57,Potential Abuse,Potential Abuse
acct_000762,77.0,7.0,6.0,7.0,7.0,0.519,435570.2,3.0,1.33,Potential Abuse,Potential Abuse
acct_000763,24.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.42,Safe,Safe
acct_000764,74.0,2.0,3.0,1.0,1.0,0.554,0.0,3.0,1.26,Safe,Potential Abuse
acct_000765,24.0,4.0,3.0,3.0,4.0,0.875,861.9,1.0,0.42,Safe,Potential Abuse
acct_000766,67.0,8.0,4.0,6.0,6.0,0.582,615601.2,5.0,1.16,Potential Abuse,Potential Abuse
acct_000767,24.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.43,Safe,Safe
acct_000768,42.0,2.0,2.0,2.0,2.0,0.976,195.2,2.0,0.75,Safe,Potential Abuse
acct_000769,56.0,2.0,3.0,2.0,2.0,0.982,56.7,2.0,0.95,Safe,Potential Abuse
acct_000770,64.0,3.0,2.0,2.0,2.0,0.969,3522.3,2.0,1.09,Safe,Potential Abuse
acct_000771,40.0,2.0,1.0,1.0,1.0,0.55,0.0,2.0,0.68,Safe,Safe
acct_000772,80.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.34,Safe,Safe
acct_000773,56.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.96,Safe,Safe
